Product ID,Manufacturing date,Manufactured by,Manufacturing place.City,Manufacturing place.Address,Product category,Economic operator,Original weight,Dimensions,Date of purchase,Date of product registration on website,Ovenproof,Heat sources,CO2 footprint manufacturing (cradle to gate) (to warehouse),CO2 footprint refurbishment (recoating process),CO2 footprint EOL (recycling),Min allowed weight,Refurbished in,"Hazardous substances, other than Hg, Cd, Pb",Number of components,Components,Bottom plate content,Pan body content,Handle content,Coating content,Bottom plate weight,Pan body weight,Handle weight,Coating weight,Recycled content,Recycled content weight,Recycled content [share - wt%],Renewable content share,Information on sources of spare parts,Warranty period,Circular system Re-Coat,Recoating,Part numbers for spare parts,Maintenance guidelines,Dismantling information: Manuals for the removal and the disassembly of the product,Recycling pathways
1.0,2025-05-20 14:54:19,"ONEPan AB, Bögatan 1, SE-412 72 Göteborg, Sweden",Poland,Main Street 34,Cookware,ONEPan AB,2.7,Diameter 28 cm; Height 5 cm; Thickness bottom plate 0.55 cm; Handle length 21 cm,2025-05-20 14:54:19,2024-09-06,Withstands temperatures up to 280 ºC,"Suitable for all heat soruces: induction, gas, open fire",27.0,1.344,0.0,-,Sweden,No,4.0,"Bottom plate, pan body, handle, coating",Stainless steel (magnetic),"Aluminium, 100% recycled ",Stainless steel,"Ceramic non-stick, PFAS-free",0.28,1.2,0.22,< 0.011,Aluminium,1.2,70.2,0.0,/Users/Desktop/Code/dpp/dpp_api/data/OnePan/Informationonsourcesofspareparts.txt,Lifelong warranty through OnePans circular system,"Through the OnePan circular system Re-Coat, OnePan can be recoated when the current coating wears out. Free of charge and forever.","Through the recoating process a used OnePan can be returned to an as-good-as-new-level. This process makes it possible to reuse a OnePan again and again and extend its life significantly. Instead of having to buy a new pan when the coating no longer function as intended. Also, the recoating process makes it possible to have a pan coating upgraded if a new formula is released.",In case the handle should break (very unlikely though) it can be easily replaced.,https://onepan.se/pages/hur-du-tar-hand-om-din-onepan?_gl=1*1a84e5*_up*MQ..*_gs*MQ..&gclid=EAIaIQobChMI6OPf8vezjAMVqWaRBR2K3SryEAAYASAAEgKRpPD_BwE,The handle is attached to the pan body with a screw and can be easily removed. The body and bottom plate can be separated and recycled via the circular system and OnePan AB suppliers.,Pans that are sent to OnePan AB via the circular system are dismantled and recycled when they are no longer fit for a new recoating process. The handle is removed and sent to recycling. The body and bottom plate are sent to the manufacturer where the body is melted in an aluminium melt and separated from the bottom plate. The bottom plate is sent to an external actor for recycling.
