Product ID,DPP Created Timestamp,Battery category,Manufacturer identifier and information,Manufacturing date,Manufactured by,Manufacturing place.City,Manufacturing place.Address,Product category,Economic operator,BESS ID,Module dimension.Height,Module dimension.Width,Module dimension.Depth,Module weight,Total module weight in pack,Dimensions.Height,Dimensions.Width,Dimensions.Depth,Results of test reports proving compliance with this Regulation,Battery carbon footprint,Carbon footprint (Cradle to gate),Information of the due diligence report,Battery chemistry,"Hazardous substances, other than Hg, Cd, Pb",Hazardous substances content,Recycled content [% of original weight],Recycled content [kg],The share of renewable content,Contact details for spare parts,Pre-consumer recycled nickel share,Pre-consumer  recycled cobolt share,Pre-consumer recycled lithium share,Pre-consumer recycled lead share,Post-consumer recycled nickel share,Post-consumer recycled cobolt share,Post-consumer recycled lithium share,Post-consumer recycled lead share,Renewable content share,Part numbers for spare parts components,Information on sources of spare parts,Dismantling information,Safety measures/instructions,Rated Capacity,Certified Useable Battery Energy BoL,"Min, Nominal and Max voltage.Min","Min, Nominal and Max voltage.Nominal","Min, Nominal and Max voltage.Max",Original power capability and limits,Ratio between nominal battery power and battery energy,Initial self-discharging rate,Initial internal resistance on cell level,Intial round trip energy efficiency,Expected lifetime: Number of charge-discharge cycles,C-rate of relevant cycle-life test,Warranty period of the battery,Results of tests reports,Date of putting into service
1.0,2025-05-14 16:45:05,EV,/Users/berenicegudino/Desktop/Code/dpp/dpp_api/data/PLS/Manufactureridentifierandinformation.txt,2025-05-14 16:45:05,PLS,-,-,-,PLS,1.0,580,200,110,12.6,226.0,0.0,0.0,0.0,/Users/berenicegudino/Desktop/Code/dpp/dpp_api/data/PLS/ResultsoftestreportsprovingcompliancewiththisRegulation.txt,10400.0,0.0,/Users/berenicegudino/Desktop/Code/dpp/dpp_api/data/PLS/Informationoftheduediligencereport.txt,NMC622,/Users/berenicegudino/Desktop/Code/dpp/dpp_api/data/PLS/HazardoussubstancesotherthanHgCdPb.txt,/Users/berenicegudino/Desktop/Code/dpp/dpp_api/data/PLS/Hazardoussubstancescontent.txt,0.0,0.0,0.0,/Users/berenicegudino/Desktop/Code/dpp/dpp_api/data/PLS/Contactdetailsforspareparts.txt,10.0,10.0,10.0,10.0,6.0,16.0,6.0,85.0,0.0,Link,-,Link,Link,103.0,88.0,3.2,3.7,4.15,22000.0,22.0,1e-05,0.0,85.0,10000.0,0.3,10.0,Link,240603.0
